x,y,Depth,SST,NPP,DistToCAS,EKE,off.set,LinkID
97984.6181,468253.9925,2940.9556,17.9799,747.6926,15896.043,0.0012,1e+08,1404
107984.6181,468253.9925,2965.5215,18.3613,700.2588,7191.146,0.0029,1e+08,1405
117984.6181,468253.9925,2963.2175,18.7683,778.1735,4356.6084,0.0048,1e+08,1406
127984.6181,468253.9925,2977.2068,19.1532,907.7865,2171.9751,0.0075,1e+08,1407
137984.6181,468253.9925,2999.7949,19.518,896.6624,2499.0144,0.0105,1e+08,1408
147984.6181,468253.9925,3012.7791,19.6669,963.8759,10567.1738,0.0154,1e+08,1409
157984.6181,468253.9925,3031.6091,19.7344,950.4395,17601.7266,0.0218,1e+08,1410
167984.6181,468253.9925,3112.7776,19.2304,924.7857,15008.3682,0.0329,1e+08,1411
177984.6181,468253.9925,3224.6602,18.7559,810.6163,6062.957,0.0522,1e+08,1412
187984.6181,468253.9925,3529.9668,18.35,841.3357,1442.5391,0.0721,1e+08,1413
197984.6181,468253.9925,3413.2456,18.1468,938.9448,2760.449,0.0939,1e+08,1414
207984.6181,468253.9925,3478.4607,18.1264,930.7146,2192.4158,0.116,1e+08,1415
217984.6181,468253.9925,3371.6169,18.3684,869.7096,8499.1543,0.1134,1e+08,1416
227984.6181,468253.9925,3436.9116,18.6899,894.9728,17436.8418,0.1103,1e+08,1417
237984.6181,468253.9925,3507.4021,19.1707,852.5768,26107.5996,0.0974,1e+08,1418
247984.6181,468253.9925,3560.5847,19.5877,837.9421,34613.6602,0.0818,1e+08,1419
257984.6181,468253.9925,3641.761,19.8424,806.8864,43119.5508,0.071,1e+08,1420
267984.6181,468253.9925,3683.2737,20.0041,713.1472,51811.5273,0.0635,1e+08,1421
277984.6181,468253.9925,3710.5869,20.0806,712.4558,60293.3633,0.0582,1e+08,1422
287984.6181,468253.9925,3751.0354,20.1838,733.0244,67622.9375,0.0559,1e+08,1423
297984.6181,468253.9925,3776.3484,20.3007,770.9625,68369.2031,0.0529,1e+08,1424
307984.6181,468253.9925,3806.4644,20.3874,748.7174,61729.2539,0.0479,1e+08,1425
317984.6181,468253.9925,3830.7817,20.4494,715.6529,54261.2617,0.0425,1e+08,1426
327984.6181,468253.9925,3822.1763,20.4234,717.6029,46804.9219,0.0332,1e+08,1427
337984.6181,468253.9925,3828.7014,20.4342,742.0146,39210.1992,0.0236,1e+08,1428
347984.6181,468253.9925,3862.2,20.4825,756.5057,31643.6289,0.0154,1e+08,1429
357984.6181,468253.9925,3912.5962,20.8015,758.4298,24614.0547,0.0072,1e+08,1430
367984.6181,468253.9925,3976.3523,21.2142,778.7906,18587.707,0.0045,1e+08,1431
377984.6181,468253.9925,4058.6697,21.6873,789.3938,13684.4658,0.005,1e+08,1432
387984.6181,468253.9925,4140.8193,22.1255,801.1669,7200.686,0.0086,1e+08,1433
397984.6181,468253.9925,4225.5054,22.4376,786.9716,2041.538,0.0161,1e+08,1434
407984.6181,468253.9925,4292.1108,22.7074,776.5052,3546.9219,0.0228,1e+08,1435
417984.6181,468253.9925,4338.7793,22.9306,756.295,9062.9551,0.0265,1e+08,1436
427984.6181,468253.9925,4392.6069,23.0104,768.1017,15643.6611,0.033,1e+08,1437
437984.6181,468253.9925,4423.0581,23.0505,727.5067,22527.4863,0.0386,1e+08,1438
447984.6181,468253.9925,4438.0508,22.6647,713.2267,30237.7637,0.0441,1e+08,1439
457984.6181,468253.9925,4480.6333,22.2214,701.3161,37602.7148,0.0594,1e+08,1440
467984.6181,468253.9925,4528.4731,21.6244,711.0286,43884.3633,0.0765,1e+08,1441
477984.6181,468253.9925,4574.9966,21.1049,705.8022,50160.5664,0.1135,1e+08,1442
487984.6181,468253.9925,4605.7676,20.6811,692.5635,57215.6406,0.1597,1e+08,1443
-102015.3819,458253.9925,61.9945,17.5273,1191.8569,27143.5488,0.0025,1e+08,1444
-92015.3819,458253.9925,72.3578,17.1687,1231.6694,18314.0879,0.003,1e+08,1445
-82015.3819,458253.9925,97.7705,16.9472,1252.3221,8807.4336,0.0034,1e+08,1446
-72015.3819,458253.9925,385.3084,16.8278,1264.297,2041.5269,0.0032,1e+08,1447
-62015.3819,458253.9925,484.4102,16.9631,1287.39,2216.3364,0.0023,1e+08,1448
-52015.3819,458253.9925,1134.2281,17.1637,1309.7172,1620.3893,0.0015,1e+08,1449
-42015.3819,458253.9925,1577.7999,17.4242,1351.9983,486.9997,0.001,1e+08,1450
-32015.3819,458253.9925,1831.8845,17.6681,1300.7363,354.3333,5e-04,1e+08,1451
-22015.3819,458253.9925,2021.9877,17.8749,1154.3125,419.3419,0.0012,1e+08,1452
-12015.3819,458253.9925,2250.2759,18.0004,1133.4465,767.3198,0.0019,1e+08,1453
-2015.3819,458253.9925,2443.2705,18.0602,1108.9246,1558.2257,0.0029,1e+08,1454
7984.6181,458253.9925,2594.332,17.9702,1016.2025,3420.51,0.0039,1e+08,1455
17984.6181,458253.9925,2731.5664,17.8433,939.4733,4732.2871,0.0049,1e+08,1456
27984.6181,458253.9925,2835.8845,17.7348,922.0573,7905.541,0.006,1e+08,1457
37984.6181,458253.9925,2941.5283,17.6322,947.8331,9040.5059,0.0064,1e+08,1458
47984.6181,458253.9925,3014.2842,17.5442,1081.0823,8300.3652,0.006,1e+08,1459
57984.6181,458253.9925,3003.7351,17.4497,992.9617,10748.5654,0.0052,1e+08,1460
67984.6181,458253.9925,3039.2502,17.3498,1052.3571,18320.0703,0.0033,1e+08,1461
77984.6181,458253.9925,3007.0093,17.4605,939.7177,26256.7695,0.0016,1e+08,1462
87984.6181,458253.9925,2980.967,17.6376,873.1182,25648.3887,0.0014,1e+08,1463
97984.6181,458253.9925,2973.2729,18.08,922.1193,16818.5391,0.0011,1e+08,1464
107984.6181,458253.9925,2986.3086,18.5141,757.674,7667.188,0.0042,1e+08,1465
117984.6181,458253.9925,3010.8945,18.9169,802.218,2778.4856,0.0076,1e+08,1466
127984.6181,458253.9925,3017.9753,19.2743,863.1609,3347.5823,0.0118,1e+08,1467
137984.6181,458253.9925,3079.5466,19.5888,947.575,651.1767,0.0164,1e+08,1468
147984.6181,458253.9925,3084.4785,19.6755,1012.0853,5609.0625,0.0246,1e+08,1469
157984.6181,458253.9925,3099.7959,19.686,1045.1951,13564.1689,0.0361,1e+08,1470
167984.6181,458253.9925,3138.4109,19.3032,991.0948,17013.4492,0.0541,1e+08,1471
177984.6181,458253.9925,3331.3818,18.9396,922.0959,10990.5039,0.0833,1e+08,1472
187984.6181,458253.9925,3601.7937,18.6214,963.3837,3410.5107,0.1123,1e+08,1473
197984.6181,458253.9925,3637.0171,18.4614,978.7444,2356.0132,0.1365,1e+08,1474
207984.6181,458253.9925,3420.5808,18.4564,937.5208,1965.4895,0.1602,1e+08,1475
217984.6181,458253.9925,3520.1545,18.6615,897.7401,3930.354,0.1493,1e+08,1476
227984.6181,458253.9925,3537.7017,18.936,930.946,12112.3916,0.1365,1e+08,1477
237984.6181,458253.9925,3604.9783,19.239,906.7112,20604.8008,0.1163,1e+08,1478
247984.6181,458253.9925,3659.5063,19.5015,899.5286,29208.3945,0.0939,1e+08,1479
257984.6181,458253.9925,3734.7317,19.6508,867.4898,37817.8438,0.0787,1e+08,1480
267984.6181,458253.9925,3776.7805,19.7542,732.45,46059.4453,0.0687,1e+08,1481
277984.6181,458253.9925,3800.2795,19.8127,732.338,53716.7305,0.0617,1e+08,1482
287984.6181,458253.9925,3830.9302,19.9656,744.6454,61257.6992,0.0598,1e+08,1483
297984.6181,458253.9925,3852.4697,20.1593,750.9729,68733.5859,0.0577,1e+08,1484
307984.6181,458253.9925,3881.103,20.3462,724.4412,68159.8438,0.0537,1e+08,1485
317984.6181,458253.9925,3898.2043,20.5213,715.4673,61289.2422,0.05,1e+08,1486
327984.6181,458253.9925,3886.1106,20.6361,744.9708,53686.6758,0.0405,1e+08,1487
337984.6181,458253.9925,3893.4971,20.7869,815.9454,46150.5234,0.0312,1e+08,1488
347984.6181,458253.9925,3933.9644,20.9785,856.0579,39163.418,0.0242,1e+08,1489
357984.6181,458253.9925,3983.4082,21.3369,836.8148,32946.418,0.018,1e+08,1490
367984.6181,458253.9925,4046.0857,21.7645,783.0471,27610.5898,0.0188,1e+08,1491
377984.6181,458253.9925,4117.4912,22.2863,760.0082,21421.0059,0.0245,1e+08,1492
387984.6181,458253.9925,4197.4009,22.7952,778.5479,13932.9082,0.0368,1e+08,1493
397984.6181,458253.9925,4266.9653,23.2144,798.879,7310.2866,0.0593,1e+08,1494
407984.6181,458253.9925,4334.542,23.6005,827.9568,2457.9839,0.0809,1e+08,1495
417984.6181,458253.9925,4407.4561,23.9412,832.92,2478.4336,0.0962,1e+08,1496
427984.6181,458253.9925,4455.9868,24.1071,810.9207,8576.2764,0.1123,1e+08,1497
437984.6181,458253.9925,4490.1807,24.2032,760.7514,17079.041,0.118,1e+08,1498
447984.6181,458253.9925,4511.4648,23.8231,748.0511,26496.0938,0.1236,1e+08,1499
457984.6181,458253.9925,4530.5376,23.3657,725.9337,36231.793,0.1407,1e+08,1500
467984.6181,458253.9925,4576.9897,22.7388,668.5931,46018.332,0.1606,1e+08,1501
477984.6181,458253.9925,4624.502,22.1829,611.2995,55279.8398,0.1936,1e+08,1502
-112015.3819,448253.9925,54.3817,17.8037,1168.4706,28282.834,0.0019,1e+08,1503
-102015.3819,448253.9925,70.7506,17.476,1195.1443,22584.5781,0.0024,1e+08,1504
-92015.3819,448253.9925,98.6443,17.1922,1255.9739,17412.6602,0.0029,1e+08,1505
-82015.3819,448253.9925,123.8185,17.0848,1314.0735,9421.4092,0.0033,1e+08,1506
-72015.3819,448253.9925,316.4509,17.104,1373.0928,2184.5598,0.0031,1e+08,1507
-62015.3819,448253.9925,986.5133,17.338,1396.6799,554.3755,0.0023,1e+08,1508
-52015.3819,448253.9925,1443.974,17.6154,1387.4089,504.3091,0.0016,1e+08,1509
-42015.3819,448253.9925,1761.8503,17.8011,1375.8402,463.6597,0.0012,1e+08,1510
-32015.3819,448253.9925,1939.8073,17.9535,1376.8632,371.2232,8e-04,1e+08,1511
-22015.3819,448253.9925,2046.7212,18.0317,1284.6781,467.9605,0.0013,1e+08,1512
-12015.3819,448253.9925,2189.9409,18.0513,1319.5527,1049.7357,0.0017,1e+08,1513
-2015.3819,448253.9925,2415.7388,18.0237,1114.7947,2810.771,0.0022,1e+08,1514
7984.6181,448253.9925,2598.3591,17.8938,1029.1617,8191.5063,0.0027,1e+08,1515
17984.6181,448253.9925,2706.395,17.7393,1010.5294,12294.0723,0.0033,1e+08,1516
27984.6181,448253.9925,2826.1628,17.6181,970.784,15665.9287,0.0039,1e+08,1517
37984.6181,448253.9925,2935.6265,17.5094,1046.6141,15781.377,0.0041,1e+08,1518
47984.6181,448253.9925,3086.7305,17.4317,1092.5941,12106.2207,0.0041,1e+08,1519
57984.6181,448253.9925,3069.6799,17.3777,1080.172,10876.4355,0.004,1e+08,1520
67984.6181,448253.9925,3106.8796,17.3445,1114.8795,16120.1455,0.0037,1e+08,1521
77984.6181,448253.9925,3056.9526,17.4958,1059.5977,23555.3633,0.0037,1e+08,1522
87984.6181,448253.9925,3022.9839,17.7066,979.9243,26649.5645,0.0057,1e+08,1523
97984.6181,448253.9925,2997.2681,18.2153,936.8052,20395.2051,0.0078,1e+08,1524
107984.6181,448253.9925,3006.7419,18.6938,921.9454,11602.4297,0.0122,1e+08,1525
117984.6181,448253.9925,3056.3408,19.0782,911.1231,4094.6028,0.0168,1e+08,1526
127984.6181,448253.9925,3088.8242,19.4003,884.7148,2919.8225,0.0235,1e+08,1527
137984.6181,448253.9925,3127.6687,19.6605,933.057,2548.7271,0.0309,1e+08,1528
147984.6181,448253.9925,3172.2188,19.6863,961.2859,2427.2366,0.0468,1e+08,1529
157984.6181,448253.9925,3192.5981,19.632,975.4127,8959.8359,0.0705,1e+08,1530
167984.6181,448253.9925,3226.8547,19.3715,940.9792,16348.3906,0.101,1e+08,1531
177984.6181,448253.9925,3330.7539,19.1198,920.7176,14797.4307,0.1448,1e+08,1532
187984.6181,448253.9925,3571.8101,18.8891,974.3068,5985.9424,0.1847,1e+08,1533
197984.6181,448253.9925,3757.5056,18.7753,980.1891,2158.509,0.1977,1e+08,1534
207984.6181,448253.9925,3649.3445,18.7857,965.5174,3577.8538,0.2102,1e+08,1535
217984.6181,448253.9925,3657.8389,18.9567,902.8822,1408.4325,0.1802,1e+08,1536
227984.6181,448253.9925,3679.6448,19.1873,922.5988,7410.0083,0.1469,1e+08,1537
237984.6181,448253.9925,3739.8325,19.3167,923.3111,15911.9795,0.1164,1e+08,1538
247984.6181,448253.9925,3780.8469,19.4211,893.2824,24434.3008,0.0868,1e+08,1539
257984.6181,448253.9925,3832.0645,19.4652,847.3085,32601.6113,0.0678,1e+08,1540
267984.6181,448253.9925,3866.2581,19.5292,750.7438,40115.5625,0.0575,1e+08,1541
277984.6181,448253.9925,3892.7061,19.6007,735.2686,47730.5977,0.0514,1e+08,1542
287984.6181,448253.9925,3905.2629,19.8215,701.3466,55929.2773,0.0533,1e+08,1543
297984.6181,448253.9925,3928.0178,20.1064,695.1135,64583.5117,0.0551,1e+08,1544
307984.6181,448253.9925,3953.3276,20.4099,720.9853,70449.0469,0.0554,1e+08,1545
317984.6181,448253.9925,3960.1045,20.7098,786.0115,67156.5312,0.056,1e+08,1546
327984.6181,448253.9925,3949.1465,20.9694,834.5917,59834.4219,0.049,1e+08,1547
337984.6181,448253.9925,3954.8948,21.2557,823.6319,52725.1367,0.0419,1e+08,1548
347984.6181,448253.9925,3989.7651,21.5754,805.9541,46338.5742,0.0374,1e+08,1549
357984.6181,448253.9925,4040.8284,21.9842,742.2032,40601.0078,0.034,1e+08,1550
367984.6181,448253.9925,4107.228,22.4381,709.9745,34593.3789,0.0383,1e+08,1551
377984.6181,448253.9925,4178.1328,22.9698,697.6049,27440.3027,0.0489,1e+08,1552
387984.6181,448253.9925,4254.4873,23.4941,772.3787,20699.3301,0.069,1e+08,1553
397984.6181,448253.9925,4325.1123,23.9489,801.9819,14354.8926,0.1058,1e+08,1554
407984.6181,448253.9925,4391.665,24.3699,791.2911,8109.6538,0.1413,1e+08,1555
417984.6181,448253.9925,4454.3711,24.7398,765.2881,3875.1807,0.1656,1e+08,1556
427984.6181,448253.9925,4513.002,24.9336,765.2401,8327.8281,0.1909,1e+08,1557
437984.6181,448253.9925,4548.0269,25.0321,768.1066,16850.709,0.1974,1e+08,1558
447984.6181,448253.9925,4575.9434,24.7095,744.3013,26353.5195,0.2032,1e+08,1559
457984.6181,448253.9925,4594.8135,24.3142,695.4684,36129.8242,0.2217,1e+08,1560
467984.6181,448253.9925,4623.3496,23.7817,631.6637,46012.1875,0.2444,1e+08,1561
-132015.3819,438253.9925,47.5794,18.2771,1251.4124,38790.2422,0.003,1e+08,1562
-122015.3819,438253.9925,56.0772,18.1115,1146.7928,30093.5312,0.0016,1e+08,1563
-112015.3819,438253.9925,66.569,17.8079,1199.4329,21556.1992,0.0018,1e+08,1564
-102015.3819,438253.9925,88.6468,17.541,1210.7695,14245.3203,0.0023,1e+08,1565
-92015.3819,438253.9925,119.5486,17.3451,1278.6385,10709.1074,0.0027,1e+08,1566
-82015.3819,438253.9925,279.2824,17.3246,1357.1909,6415.1509,0.0031,1e+08,1567
-72015.3819,438253.9925,951.1118,17.4272,1433.0669,1343.6016,0.003,1e+08,1568
-62015.3819,438253.9925,1295.5038,17.673,1454.5677,340.0498,0.0023,1e+08,1569
-52015.3819,438253.9925,1458.0269,17.94,1425.0696,917.522,0.0016,1e+08,1570
-42015.3819,438253.9925,1766.2939,18.0627,1368.226,889.2863,0.0013,1e+08,1571
-32015.3819,438253.9925,2002.4004,18.1544,1378.8748,657.4286,0.0011,1e+08,1572
-22015.3819,438253.9925,2195.6702,18.1786,1374.2583,405.2595,0.0013,1e+08,1573
-12015.3819,438253.9925,2387.5586,18.1673,1332.4297,866.7519,0.0016,1e+08,1574
-2015.3819,438253.9925,2503.9795,18.1277,1282.9241,4596.7837,0.0016,1e+08,1575
7984.6181,438253.9925,2612.8381,17.9773,1151.3571,12771.6631,0.0016,1e+08,1576
17984.6181,438253.9925,2683.4189,17.8011,1009.3383,20578.1094,0.0017,1e+08,1577
27984.6181,438253.9925,2772.2017,17.6762,1012.1279,23031.5938,0.0017,1e+08,1578
37984.6181,438253.9925,2879.7971,17.5735,1066.1625,17579.9668,0.0019,1e+08,1579
47984.6181,438253.9925,3054.6089,17.5274,1111.5548,8630.5117,0.0022,1e+08,1580
57984.6181,438253.9925,3105.717,17.5224,1105.4053,3826.0767,0.0028,1e+08,1581
67984.6181,438253.9925,3155.2791,17.5548,1087.4467,9992.8047,0.0041,1e+08,1582
77984.6181,438253.9925,3122.9536,17.8045,1063.8739,17636.6602,0.0057,1e+08,1583
87984.6181,438253.9925,3065.552,18.1229,1049.1761,25025.4707,0.01,1e+08,1584
97984.6181,438253.9925,3018.5671,18.6799,985.5295,24823.8184,0.0144,1e+08,1585
107984.6181,438253.9925,3056.3438,19.1806,942.7775,16302.1689,0.0201,1e+08,1586
117984.6181,438253.9925,3102.6384,19.4777,938.638,8468.625,0.0261,1e+08,1587
127984.6181,438253.9925,3148.8433,19.71,930.5709,3096.0542,0.0351,1e+08,1588
137984.6181,438253.9925,3199.8054,19.8762,927.3619,2683.9128,0.0454,1e+08,1589
147984.6181,438253.9925,3266.469,19.9214,889.4426,2536.2068,0.0686,1e+08,1590
157984.6181,438253.9925,3323.4919,19.9268,881.2458,4592.9995,0.1043,1e+08,1591
167984.6181,438253.9925,3364.5923,19.7506,884.4062,11911.2002,0.1473,1e+08,1592
177984.6181,438253.9925,3414.51,19.5694,856.5652,16246.8262,0.2056,1e+08,1593
187984.6181,438253.9925,3525.8127,19.3795,920.7772,8246.3818,0.2577,1e+08,1594
197984.6181,438253.9925,3732.9541,19.2681,951.1904,2048.1506,0.2594,1e+08,1595
207984.6181,438253.9925,3881.626,19.2472,988.1001,3212.1738,0.2607,1e+08,1596
217984.6181,438253.9925,3805.1309,19.3693,905.1368,2711.5232,0.2121,1e+08,1597
227984.6181,438253.9925,3820.0308,19.5514,882.0677,3296.6401,0.1584,1e+08,1598
237984.6181,438253.9925,3828.1006,19.7155,867.6788,10758.79,0.1169,1e+08,1599
247984.6181,438253.9925,3859.8081,19.8639,840.1109,18698.7852,0.0801,1e+08,1600
257984.6181,438253.9925,3890.0632,19.9415,772.1196,26009.7344,0.057,1e+08,1601
267984.6181,438253.9925,3929.9287,20.0261,733.9319,33762.8047,0.0464,1e+08,1602
277984.6181,438253.9925,3959.8845,20.1154,698.9331,42285.4531,0.0409,1e+08,1603
287984.6181,438253.9925,3974.4756,20.3268,659.7313,51251.1641,0.0465,1e+08,1604
297984.6181,438253.9925,3989.5354,20.5987,685.5387,60491.6367,0.0523,1e+08,1605
307984.6181,438253.9925,4007.3611,20.9623,763.8697,69412.3359,0.0568,1e+08,1606
317984.6181,438253.9925,4013.4983,21.3335,775.987,72315.7656,0.0618,1e+08,1607
327984.6181,438253.9925,4002.5767,21.6669,777.0534,66854.7344,0.0574,1e+08,1608
337984.6181,438253.9925,4017.2642,22.0163,732.6622,60307.5781,0.0524,1e+08,1609
347984.6181,438253.9925,4053.5168,22.3867,708.6906,54397.5664,0.0504,1e+08,1610
357984.6181,438253.9925,4100.7319,22.8187,698.614,48394.7617,0.0498,1e+08,1611
-132015.3819,428253.9925,54.6244,18.2546,1176.6313,34187.9922,0.0036,1e+08,1612
-122015.3819,428253.9925,61.9343,18.0666,1153.9406,25318.6895,0.002,1e+08,1613
-112015.3819,428253.9925,74.655,17.8376,1211.4437,16784.002,0.0021,1e+08,1614
-102015.3819,428253.9925,109.3795,17.6548,1211.5558,8148.2998,0.0024,1e+08,1615
-92015.3819,428253.9925,301.0925,17.5563,1234.1155,2894.6975,0.0027,1e+08,1616
-82015.3819,428253.9925,613.1047,17.6131,1290.6207,2168.917,0.0031,1e+08,1617
-72015.3819,428253.9925,1230.9285,17.7744,1363.0302,534.119,0.0029,1e+08,1618
-62015.3819,428253.9925,1697.3188,17.9858,1406.7828,225.6002,0.0022,1e+08,1619
-52015.3819,428253.9925,1799.0569,18.1977,1422.9503,591.2134,0.0017,1e+08,1620
-42015.3819,428253.9925,1870.0767,18.2639,1381.8845,2033.5555,0.0016,1e+08,1621
-32015.3819,428253.9925,1970.3235,18.3118,1377.527,5228.4507,0.0015,1e+08,1622
-22015.3819,428253.9925,2174.189,18.3206,1403.4156,5738.4678,0.0019,1e+08,1623
-12015.3819,428253.9925,2346.6113,18.3167,1453.5178,5774.6001,0.0023,1e+08,1624
-2015.3819,428253.9925,2535.0415,18.3027,1373.8123,7926.8335,0.0023,1e+08,1625
7984.6181,428253.9925,2646.5127,18.1413,1243.2646,15273.4951,0.0024,1e+08,1626
17984.6181,428253.9925,2735.9045,17.9455,1171.917,24515.9062,0.0022,1e+08,1627
27984.6181,428253.9925,2817.5339,17.8207,1151.3116,26808.6973,0.0019,1e+08,1628
37984.6181,428253.9925,2917.094,17.7293,1123.1189,18186.2129,0.0021,1e+08,1629
47984.6181,428253.9925,3001.2654,17.7242,1104.3936,8710.0752,0.0027,1e+08,1630
57984.6181,428253.9925,3100.293,17.7717,1076.666,1308.5863,0.0039,1e+08,1631
67984.6181,428253.9925,3191.3958,17.868,1039.5282,4234.9043,0.0069,1e+08,1632
77984.6181,428253.9925,3183.5291,18.2415,948.1196,12070.6631,0.0101,1e+08,1633
87984.6181,428253.9925,3094.4119,18.7031,890.2044,20470.5156,0.0159,1e+08,1634
97984.6181,428253.9925,3044.0867,19.2979,847.5206,27090.4043,0.0218,1e+08,1635
107984.6181,428253.9925,3092.3472,19.8004,807.8448,22263.3398,0.0273,1e+08,1636
117984.6181,428253.9925,3155.074,19.9718,806.63,15388.5176,0.0325,1e+08,1637
127984.6181,428253.9925,3210.0344,20.0862,822.5342,9128.832,0.0418,1e+08,1638
137984.6181,428253.9925,3289.3799,20.1397,787.4976,2912.6873,0.0527,1e+08,1639
147984.6181,428253.9925,3371.3748,20.2164,817.7886,2206.8096,0.0808,1e+08,1640
157984.6181,428253.9925,3447.5996,20.3061,846.7104,2492.875,0.1265,1e+08,1641
167984.6181,428253.9925,3508.8511,20.1958,847.0714,7216.9263,0.1758,1e+08,1642
177984.6181,428253.9925,3545.3633,20.0694,826.2418,14603.4541,0.2328,1e+08,1643
187984.6181,428253.9925,3617.676,19.9053,793.614,12366.4209,0.2816,1e+08,1644
197984.6181,428253.9925,3675.6912,19.7869,877.8447,5957.8071,0.2619,1e+08,1645
207984.6181,428253.9925,3917.1438,19.725,902.8069,1459.627,0.2411,1e+08,1646
217984.6181,428253.9925,3848.1663,19.7944,830.6915,3503.3818,0.1948,1e+08,1647
227984.6181,428253.9925,3896.6223,19.9251,829.3434,2638.6929,0.1468,1e+08,1648
237984.6181,428253.9925,3899.5818,20.125,773.1826,5280.2373,0.1088,1e+08,1649
247984.6181,428253.9925,3918.6216,20.316,739.9711,12089.3877,0.0751,1e+08,1650
257984.6181,428253.9925,3936.3594,20.4165,687.7664,19957.9102,0.0518,1e+08,1651
267984.6181,428253.9925,3984.2756,20.522,700.43,28974.1621,0.0387,1e+08,1652
277984.6181,428253.9925,4026.9207,20.629,651.9705,38373.1172,0.0305,1e+08,1653
287984.6181,428253.9925,4041.3228,20.8329,661.7401,47993.3125,0.0345,1e+08,1654
297984.6181,428253.9925,4052.0793,21.0917,745.0361,57742.3477,0.0384,1e+08,1655
307984.6181,428253.9925,4068.2632,21.51,788.7032,67566.9375,0.0431,1e+08,1656
317984.6181,428253.9925,4069.5054,21.9523,786.0153,75323.0078,0.0477,1e+08,1657
327984.6181,428253.9925,4056.8823,22.3633,752.8881,74105.9062,0.058,1e+08,1658
337984.6181,428253.9925,4075.7429,22.7729,694.43,68285.5859,0.0705,1e+08,1659
-132015.3819,418253.9925,57.3292,18.3021,1218.5681,30105.0117,0.0038,1e+08,1660
-122015.3819,418253.9925,65.0967,18.1079,1179.266,21758.9219,0.0029,1e+08,1661
-112015.3819,418253.9925,88.2569,17.9272,1173.8761,12590.6895,0.003,1e+08,1662
-102015.3819,418253.9925,160.7298,17.8086,1148.9148,4606.5728,0.0031,1e+08,1663
-92015.3819,418253.9925,873.787,17.7952,1160.3104,932.8885,0.0032,1e+08,1664
-82015.3819,418253.9925,1139.2374,17.9012,1226.8015,465.3185,0.0031,1e+08,1665
-72015.3819,418253.9925,1546.463,18.0861,1283.6224,863.828,0.0028,1e+08,1666
-62015.3819,418253.9925,1736.9976,18.2503,1301.858,1783.6693,0.0021,1e+08,1667
-52015.3819,418253.9925,2015.0734,18.4018,1360.0116,595.6578,0.0017,1e+08,1668
-42015.3819,418253.9925,2126.9187,18.4372,1363.1929,608.6177,0.0019,1e+08,1669
-32015.3819,418253.9925,2157.1816,18.466,1365.6409,3646.0793,0.0022,1e+08,1670
-22015.3819,418253.9925,2330.4255,18.4809,1371.1514,7429.8574,0.0037,1e+08,1671
-12015.3819,418253.9925,2487.7385,18.4966,1347.4563,9747.1709,0.0051,1e+08,1672
-2015.3819,418253.9925,2622.9539,18.5128,1232.7852,14074.7529,0.0065,1e+08,1673
7984.6181,418253.9925,2708.4062,18.3588,1130.0398,20668.3262,0.0079,1e+08,1674
17984.6181,418253.9925,2786.2185,18.1658,1081.1229,28653.1719,0.0083,1e+08,1675
27984.6181,418253.9925,2853.1951,18.0759,1050.6284,30073.7461,0.0082,1e+08,1676
37984.6181,418253.9925,2882.9856,18.0376,917.3501,21756.5117,0.0085,1e+08,1677
47984.6181,418253.9925,2927.969,18.1354,1000.1115,12927.8389,0.0092,1e+08,1678
57984.6181,418253.9925,3030.2183,18.3015,1075.0842,4783.1802,0.0111,1e+08,1679
67984.6181,418253.9925,3248.5281,18.5326,1062.4354,1842.8962,0.0157,1e+08,1680
77984.6181,418253.9925,3212.2371,19.0514,966.9566,7617.4429,0.0204,1e+08,1681
87984.6181,418253.9925,3120.5698,19.6656,861.424,16862.7285,0.0257,1e+08,1682
97984.6181,418253.9925,3067.9958,20.2021,748.5085,26388.0469,0.031,1e+08,1683
107984.6181,418253.9925,3138.4382,20.631,728.2855,28572.1738,0.0327,1e+08,1684
117984.6181,418253.9925,3211.2661,20.6329,708.8024,22958.1387,0.0337,1e+08,1685
127984.6181,418253.9925,3278.8843,20.6141,738.9894,16140.1455,0.0399,1e+08,1686
137984.6181,418253.9925,3378.4702,20.5774,680.7382,8676.4316,0.0484,1e+08,1687
147984.6181,418253.9925,3482.7708,20.6634,729.0419,3361.5566,0.0786,1e+08,1688
157984.6181,418253.9925,3579.9341,20.8027,740.3606,2545.9556,0.1323,1e+08,1689
167984.6181,418253.9925,3675.5068,20.7519,732.8821,3375.958,0.182,1e+08,1690
177984.6181,418253.9925,3745.2261,20.6749,733.746,9621.6094,0.2204,1e+08,1691
227984.6181,418253.9925,3977.3677,20.434,779.1863,4380.6304,0.1149,1e+08,1692
237984.6181,418253.9925,3991.7952,20.6435,723.241,3369.1667,0.0936,1e+08,1693
247984.6181,418253.9925,4006.1907,20.8553,660.3381,8102.8501,0.0705,1e+08,1694
257984.6181,418253.9925,4011.1702,21.0049,660.6944,17184.582,0.0503,1e+08,1695
267984.6181,418253.9925,4058.7578,21.1633,665.9868,26963.9668,0.0331,1e+08,1696
277984.6181,418253.9925,4097.3428,21.3274,629.029,36857.5039,0.0203,1e+08,1697
287984.6181,418253.9925,4102.2935,21.5926,646.8364,46795.8594,0.0207,1e+08,1698
297984.6181,418253.9925,4107.3564,21.9271,748.8379,56756,0.021,1e+08,1699
307984.6181,418253.9925,4117.6099,22.3578,762.3437,66729.3516,0.0254,1e+08,1700
