"","CenterTime","SegmentID","Depth","DistToCAS","SST","EKE","NPP","x","y","Effort","Sample.Label"
"205","2004/07/10 15:33:56",205,1795.9951171875,15517.5888671875,21.7542343139648,0.00355384452268481,1006.77996826172,169743.1763,640261.559699999,10261.9091796875,205
"206","2004/07/10 16:07:01",206,2094.85034179688,21248.1796875,21.839771270752,0.00190633372403681,948.610900878906,177255.825300001,633273.1272,10261.9091796875,206
"207","2004/07/10 16:39:01",207,2297.92065429688,27321.009765625,21.8769264221191,0.00244632200337946,904.286865234375,184646.5374,626153.9584,10261.9091796875,207
"208","2004/07/10 17:11:17",208,2456.3828125,30926.9609375,21.9703044891357,0.00334965391084552,810.15966796875,192124.904100001,619129.6963,10261.9091796875,208
"209","2004/07/10 17:43:58",209,2495.13525390625,32819.38671875,22.1125907897949,0.00211378699168563,827.566650390625,199750.658500001,612263.045700001,10261.9091796875,209
"210","2004/07/11 06:18:53",210,2544.08154296875,36305.2578125,22.3273544311523,0.00256226793862879,807.713134765625,206679.946699999,606268.384,10108.1064453125,210
"211","2004/07/11 06:53:42",211,2616.87475585938,40783.68359375,22.591833114624,0.00308114197105169,730.839660644531,214218.942200001,599556.925799999,10108.1064453125,211
"212","2004/07/11 07:29:48",212,2677.10693359375,45097.72265625,22.8581275939941,0.00211928249336779,674.524353027344,221631.530699998,592690.899499999,10108.1064453125,212
"213","2004/07/11 08:07:45",213,2711.82348632812,49417.65234375,23.0570068359375,0.00201307004317641,627.067321777344,229413.228,586740.1118,10108.1064453125,213
"214","2004/07/11 08:44:41",214,2671.1123046875,44300.76171875,22.9423694610596,0.00209032953716815,669.122741699219,230993.362,591751.2293,10108.1064453125,214
"215","2004/07/11 09:18:23",215,2588.17578125,35353.65234375,22.6948184967041,0.00212767324410379,742.363159179688,228530.6083,601553.953400001,10108.1064453125,215
"216","2004/07/11 09:51:19",216,2483.95458984375,25940.07421875,22.3763542175293,0.00152194267138839,771.018005371094,226196.1884,611386.7798,10108.1064453125,216
"217","2004/07/11 10:28:51",217,2323.33276367188,16260.1806640625,22.0424289703369,0.000888257462065667,800.790771484375,225317.846299998,621740.0166,10108.1064453125,217
"218","2004/07/11 11:06:53",218,2159.3671875,9113.8955078125,21.9355602264404,0.000457897374872118,831.266357421875,222839.511700001,631595.9318,10108.1064453125,218
"219","2004/07/11 12:14:55",219,1656.67834472656,2967.38793945312,21.9373817443848,0.000260585977230221,895.489013671875,219980.6829,642793.208699999,10108.1064453125,219
"220","2004/07/11 13:22:32",220,803.335021972656,2010.63464355469,21.7337417602539,8.73765093274415e-05,991.222290039062,218508.511,653057.156500001,10108.1064453125,220
"221","2004/07/11 13:55:25",221,518.352111816406,1508.16711425781,21.4220714569092,5.23576054547448e-05,1008.14910888672,216540.1587,662964.817500001,10108.1064453125,221
"222","2004/07/11 14:27:59",222,315.557922363281,1336.56164550781,20.9544830322266,4.64158147224225e-05,926.237915039062,214009.701299999,672746.774800001,10108.1064453125,222
"223","2004/07/11 15:00:08",223,118.994422912598,8632.8740234375,20.2393417358398,1.95441898540594e-05,929.672424316406,211771.330400001,682601.2017,10108.1064453125,223
"224","2004/07/11 15:32:04",224,116.289817810059,18483.96484375,19.609748840332,9.66873994912021e-05,1130.51843261719,209897.727600001,692532.198000001,10108.1064453125,224
"225","2004/07/18 11:50:23",225,96.1063842773438,15744.8857421875,20.2321815490723,0.000848996511194855,1232.75268554688,480698.476,751110.9387,9846.341796875,225
"226","2004/07/18 12:56:08",226,194.011734008789,2974.18310546875,22.3803653717041,0.00514995120465755,1066.4423828125,503355.554200001,747687.408500001,9846.341796875,226
"227","2004/07/18 13:28:47",227,857.3291015625,970.835815429688,23.1092700958252,0.008110580034554,1049.74157714844,513062.378400002,746042.159600001,9846.341796875,227
"228","2004/07/18 14:02:14",228,1308.54467773438,3317.58666992188,23.5653457641602,0.0100253522396088,878.643615722656,522779.653299998,744460.405099999,9846.341796875,228
"229","2004/07/18 14:36:07",229,1825.69067382812,1485.04846191406,23.7969455718994,0.0117956735193729,758.709045410156,532452.550700001,742696.479900001,9846.341796875,229
"230","2004/07/18 15:39:39",230,2066.73657226562,3289.95166015625,23.6628551483154,0.00495294760912657,826.976684570312,547166.309300002,750542.827400001,9846.341796875,230
"231","2004/07/18 16:41:55",231,1840.40380859375,2278.75073242188,21.9126625061035,0.00201271148398519,920.296020507812,548409.125700001,761641.0889,9846.341796875,231
"232","2004/07/18 17:13:06",232,1284.33996582031,7456.5146484375,20.3598442077637,0.000963625032454729,1035.65600585938,547457.727200001,771438.368000001,9846.341796875,232
"233","2004/07/18 17:44:55",233,505.645568847656,6655.75341796875,18.3165950775146,3.01314885291504e-05,1136.90307617188,546610.648499999,781246.732000001,9846.341796875,233
"234","2004/07/21 07:27:47",234,3327.1318359375,6001.8095703125,22.942440032959,0.0100850630551577,672.831665039062,398586.614700001,576853.6472,9884.337890625,234
"235","2004/07/21 08:01:30",235,3422.01416015625,1024.45861816406,22.9939002990723,0.011406609788537,683.204711914062,396463.1807,567200.728,9884.337890625,235
"236","2004/07/21 08:35:15",236,3404.689453125,4536.47802734375,23.1628284454346,0.0127507699653506,692.155456542969,394513.652600002,557510.846000001,9884.337890625,236
"237","2004/07/21 09:09:03",237,3470.43530273438,12727.755859375,23.4015655517578,0.0147960456088185,701.877075195312,392546.322000001,547824.315300001,9884.337890625,237
